"Date","Price","Open","High","Low","Change %"
"Sep 08, 2016","1.1807","1.1865","1.1878","1.1764","-0.51%"
"Sep 07, 2016","1.1867","1.1937","1.1947","1.1849","-0.61%"
"Sep 06, 2016","1.1940","1.1927","1.2006","1.1921","0.03%"
"Sep 05, 2016","1.1936","1.1921","1.1978","1.1891","0.18%"
"Sep 02, 2016","1.1915","1.1846","1.1946","1.1833","0.55%"
"Sep 01, 2016","1.1850","1.1772","1.1930","1.1759","0.65%"
"Aug 31, 2016","1.1774","1.1738","1.1805","1.1723","0.29%"
"Aug 30, 2016","1.1740","1.1714","1.1773","1.1688","0.25%"
"Aug 29, 2016","1.1711","1.1742","1.1745","1.1690","-0.17%"
"Aug 26, 2016","1.1731","1.1687","1.1750","1.1671","0.34%"
"Aug 25, 2016","1.1691","1.1744","1.1769","1.1667","-0.49%"
"Aug 24, 2016","1.1749","1.1669","1.1787","1.1652","0.63%"
"Aug 23, 2016","1.1675","1.1599","1.1681","1.1583","0.58%"
"Aug 22, 2016","1.1608","1.1544","1.1620","1.1516","0.55%"
"Aug 19, 2016","1.1544","1.1594","1.1616","1.1500","-0.46%"
"Aug 18, 2016","1.1597","1.1550","1.1641","1.1526","0.38%"
"Aug 17, 2016","1.1553","1.1564","1.1593","1.1525","-0.11%"
"Aug 16, 2016","1.1566","1.1513","1.1576","1.1457","0.43%"
"Aug 15, 2016","1.1517","1.1568","1.1599","1.1485","-0.54%"
"Aug 12, 2016","1.1579","1.1630","1.1660","1.1551","-0.46%"
"Aug 11, 2016","1.1632","1.1636","1.1662","1.1590","-0.09%"
"Aug 10, 2016","1.1642","1.1692","1.1744","1.1625","-0.44%"
"Aug 09, 2016","1.1694","1.1757","1.1778","1.1669","-0.52%"
"Aug 08, 2016","1.1755","1.1802","1.1813","1.1747","-0.32%"
"Aug 05, 2016","1.1793","1.1772","1.1850","1.1753","0.13%"
"Aug 04, 2016","1.1778","1.1948","1.1987","1.1764","-1.47%"
"Aug 03, 2016","1.1954","1.1896","1.1957","1.1853","0.48%"
"Aug 02, 2016","1.1897","1.1800","1.1905","1.1770","0.78%"
"Aug 01, 2016","1.1805","1.1837","1.1885","1.1776","-0.26%"
"Jul 29, 2016","1.1836","1.1884","1.1918","1.1789","-0.42%"
"Jul 28, 2016","1.1886","1.1953","1.1966","1.1827","-0.58%"
"Jul 27, 2016","1.1955","1.1949","1.1982","1.1882","0.03%"
"Jul 26, 2016","1.1951","1.1943","1.1978","1.1861","-0.02%"
"Jul 25, 2016","1.1953","1.1954","1.1997","1.1923","0.07%"
"Jul 22, 2016","1.1945","1.1999","1.2050","1.1872","-0.49%"
"Jul 21, 2016","1.2004","1.1991","1.2046","1.1921","0.09%"
"Jul 20, 2016","1.1993","1.1892","1.2006","1.1865","0.82%"
"Jul 19, 2016","1.1895","1.1965","1.1990","1.1860","-0.63%"
"Jul 18, 2016","1.1970","1.1944","1.2020","1.1890","0.13%"
"Jul 15, 2016","1.1955","1.1995","1.2106","1.1875","-0.37%"
"Jul 14, 2016","1.1999","1.1847","1.2123","1.1800","1.21%"
"Jul 13, 2016","1.1855","1.1970","1.2050","1.1827","-0.99%"
"Jul 12, 2016","1.1974","1.1744","1.1997","1.1724","1.90%"
"Jul 11, 2016","1.1751","1.1715","1.1787","1.1652","0.26%"
"Jul 08, 2016","1.1721","1.1666","1.1764","1.1639","0.45%"
"Jul 07, 2016","1.1669","1.1648","1.1783","1.1602","0.16%"
"Jul 06, 2016","1.1650","1.1752","1.1772","1.1586","-0.92%"
"Jul 05, 2016","1.1758","1.1910","1.1923","1.1695","-1.32%"
"Jul 04, 2016","1.1915","1.1908","1.1975","1.1882","0.05%"
"Jul 01, 2016","1.1909","1.1983","1.2024","1.1889","-0.64%"
"Jun 30, 2016","1.1986","1.2068","1.2137","1.1923","-0.68%"
"Jun 29, 2016","1.2068","1.2053","1.2189","1.2005","0.10%"
"Jun 28, 2016","1.2056","1.1988","1.2113","1.1972","0.48%"
"Jun 27, 2016","1.1999","1.2238","1.2271","1.1927","-2.49%"
"Jun 24, 2016","1.2305","1.3060","1.3162","1.2015","-5.82%"
"Jun 23, 2016","1.3065","1.3012","1.3122","1.2966","0.35%"
"Jun 22, 2016","1.3019","1.3026","1.3065","1.2950","-0.08%"
"Jun 21, 2016","1.3030","1.2983","1.3064","1.2906","0.29%"
"Jun 20, 2016","1.2992","1.2704","1.3007","1.2698","2.04%"
"Jun 17, 2016","1.2732","1.2648","1.2753","1.2638","0.64%"
"Jun 16, 2016","1.2651","1.2611","1.2680","1.2503","0.28%"
"Jun 15, 2016","1.2616","1.2589","1.2673","1.2539","0.17%"
"Jun 14, 2016","1.2595","1.2638","1.2645","1.2537","-0.35%"
"Jun 13, 2016","1.2639","1.2638","1.2686","1.2516","-0.27%"
"Jun 10, 2016","1.2673","1.2774","1.2808","1.2602","-0.82%"
"Jun 09, 2016","1.2778","1.2723","1.2813","1.2686","0.39%"
"Jun 08, 2016","1.2728","1.2799","1.2829","1.2715","-0.60%"
"Jun 07, 2016","1.2805","1.2714","1.2891","1.2706","0.68%"
"Jun 06, 2016","1.2718","1.2768","1.2805","1.2643","-0.44%"
"Jun 03, 2016","1.2774","1.2931","1.2970","1.2751","-1.24%"
"Jun 02, 2016","1.2934","1.2882","1.2956","1.2855","0.39%"
"Jun 01, 2016","1.2884","1.3003","1.3040","1.2866","-0.93%"
"May 31, 2016","1.3005","1.3138","1.3207","1.2985","-0.97%"
"May 30, 2016","1.3133","1.3135","1.3179","1.3097","-0.19%"
"May 27, 2016","1.3158","1.3101","1.3165","1.3076","0.40%"
"May 26, 2016","1.3106","1.3170","1.3199","1.3089","-0.52%"
"May 25, 2016","1.3174","1.3129","1.3221","1.3085","0.28%"
"May 24, 2016","1.3137","1.2904","1.3146","1.2893","1.75%"
"May 23, 2016","1.2911","1.2927","1.2984","1.2891","-0.06%"
"May 20, 2016","1.2919","1.3040","1.3053","1.2907","-0.95%"
"May 19, 2016","1.3043","1.3009","1.3077","1.2975","0.22%"
"May 18, 2016","1.3015","1.2779","1.3022","1.2760","1.81%"
"May 17, 2016","1.2784","1.2713","1.2824","1.2710","0.48%"
"May 16, 2016","1.2723","1.2682","1.2732","1.2663","0.17%"
"May 13, 2016","1.2702","1.2694","1.2728","1.2677","0.01%"
"May 12, 2016","1.2701","1.2641","1.2751","1.2624","0.43%"
"May 11, 2016","1.2647","1.2693","1.2721","1.2621","-0.43%"
"May 10, 2016","1.2702","1.2653","1.2710","1.2645","0.36%"
"May 09, 2016","1.2656","1.2651","1.2712","1.2609","0.03%"
"May 06, 2016","1.2652","1.2689","1.2719","1.2624","-0.39%"
"May 05, 2016","1.2701","1.2611","1.2724","1.2607","0.67%"
"May 04, 2016","1.2616","1.2638","1.2670","1.2578","-0.20%"
"May 03, 2016","1.2641","1.2716","1.2752","1.2618","-0.63%"
"May 02, 2016","1.2721","1.2757","1.2787","1.2708","-0.27%"
"Apr 29, 2016","1.2756","1.2864","1.2889","1.2742","-0.88%"
"Apr 28, 2016","1.2869","1.2837","1.2898","1.2807","0.18%"
"Apr 27, 2016","1.2846","1.2900","1.2929","1.2821","-0.46%"
"Apr 26, 2016","1.2906","1.2849","1.2930","1.2834","0.42%"
"Apr 25, 2016","1.2852","1.2832","1.2900","1.2796","0.24%"
"Apr 22, 2016","1.2821","1.2686","1.2855","1.2673","1.04%"
"Apr 21, 2016","1.2689","1.2683","1.2735","1.2656","0.01%"
"Apr 20, 2016","1.2688","1.2670","1.2721","1.2628","0.13%"
"Apr 19, 2016","1.2672","1.2613","1.2691","1.2604","0.44%"
"Apr 18, 2016","1.2616","1.2590","1.2637","1.2504","0.28%"
"Apr 15, 2016","1.2581","1.2559","1.2601","1.2532","0.16%"
"Apr 14, 2016","1.2561","1.2595","1.2609","1.2523","-0.29%"
"Apr 13, 2016","1.2598","1.2533","1.2619","1.2516","0.49%"
"Apr 12, 2016","1.2537","1.2476","1.2564","1.2449","0.44%"
"Apr 11, 2016","1.2482","1.2386","1.2511","1.2354","0.74%"
"Apr 08, 2016","1.2390","1.2350","1.2431","1.2338","0.28%"
"Apr 07, 2016","1.2355","1.2382","1.2432","1.2314","-0.27%"
"Apr 06, 2016","1.2388","1.2435","1.2465","1.2332","-0.41%"
"Apr 05, 2016","1.2439","1.2517","1.2536","1.2410","-0.65%"
"Apr 04, 2016","1.2520","1.2477","1.2567","1.2465","0.22%"
"Apr 01, 2016","1.2492","1.2616","1.2640","1.2461","-1.01%"
"Mar 31, 2016","1.2620","1.2676","1.2699","1.2580","-0.50%"
"Mar 30, 2016","1.2683","1.2735","1.2768","1.2667","-0.45%"
"Mar 29, 2016","1.2740","1.2727","1.2775","1.2698","0.07%"
"Mar 28, 2016","1.2731","1.2652","1.2747","1.2637","0.51%"
"Mar 25, 2016","1.2666","1.2662","1.2684","1.2632","0.00%"
"Mar 24, 2016","1.2666","1.2621","1.2687","1.2579","0.35%"
"Mar 23, 2016","1.2622","1.2661","1.2689","1.2600","-0.35%"
"Mar 22, 2016","1.2666","1.2778","1.2801","1.2643","-0.91%"
"Mar 21, 2016","1.2782","1.2841","1.2849","1.2753","-0.52%"
"Mar 18, 2016","1.2849","1.2790","1.2867","1.2767","0.45%"
"Mar 17, 2016","1.2792","1.2700","1.2810","1.2634","0.69%"
"Mar 16, 2016","1.2704","1.2736","1.2756","1.2676","-0.28%"
"Mar 15, 2016","1.2740","1.2874","1.2891","1.2717","-1.06%"
"Mar 14, 2016","1.2877","1.2894","1.2929","1.2862","-0.10%"
"Mar 11, 2016","1.2890","1.2768","1.2928","1.2736","0.91%"
"Mar 10, 2016","1.2774","1.2916","1.3071","1.2735","-1.15%"
"Mar 09, 2016","1.2922","1.2907","1.2989","1.2886","0.10%"
"Mar 08, 2016","1.2909","1.2948","1.2961","1.2827","-0.34%"
"Mar 07, 2016","1.2953","1.2927","1.2969","1.2899","0.18%"
"Mar 04, 2016","1.2930","1.2932","1.2955","1.2861","-0.05%"
"Mar 03, 2016","1.2937","1.2949","1.2986","1.2899","-0.13%"
"Mar 02, 2016","1.2954","1.2830","1.3006","1.2794","0.93%"
"Mar 01, 2016","1.2835","1.2797","1.2894","1.2775","0.28%"
"Feb 29, 2016","1.2799","1.2683","1.2837","1.2657","0.90%"
"Feb 26, 2016","1.2685","1.2661","1.2754","1.2617","0.15%"
"Feb 25, 2016","1.2666","1.2640","1.2693","1.2606","0.16%"
"Feb 24, 2016","1.2646","1.2721","1.2738","1.2611","-0.62%"
"Feb 23, 2016","1.2725","1.2825","1.2862","1.2709","-0.82%"
"Feb 22, 2016","1.2830","1.2939","1.2943","1.2746","-0.83%"
"Feb 19, 2016","1.2938","1.2897","1.2948","1.2826","0.23%"
"Feb 18, 2016","1.2908","1.2843","1.2981","1.2787","0.47%"
"Feb 17, 2016","1.2847","1.2831","1.2887","1.2742","0.08%"
"Feb 16, 2016","1.2837","1.2938","1.2999","1.2794","-0.80%"
"Feb 15, 2016","1.2940","1.2880","1.2993","1.2875","0.44%"
"Feb 12, 2016","1.2883","1.2774","1.2918","1.2770","0.77%"
"Feb 11, 2016","1.2784","1.2860","1.2895","1.2655","-0.61%"
"Feb 10, 2016","1.2863","1.2811","1.2969","1.2784","0.37%"
"Feb 09, 2016","1.2815","1.2882","1.2936","1.2732","-0.57%"
"Feb 08, 2016","1.2889","1.2992","1.3054","1.2867","-0.82%"
"Feb 05, 2016","1.2996","1.3012","1.3041","1.2952","-0.15%"
"Feb 04, 2016","1.3016","1.3146","1.3175","1.2980","-1.03%"
"Feb 03, 2016","1.3152","1.3191","1.3292","1.3125","-0.34%"
"Feb 02, 2016","1.3197","1.3250","1.3263","1.3125","-0.45%"
"Feb 01, 2016","1.3256","1.3142","1.3266","1.3112","0.82%"
"Jan 29, 2016","1.3148","1.3121","1.3228","1.3067","0.14%"
"Jan 28, 2016","1.3129","1.3061","1.3174","1.3045","0.48%"
"Jan 27, 2016","1.3066","1.3198","1.3222","1.3037","-1.02%"
"Jan 26, 2016","1.3201","1.3130","1.3249","1.3043","0.51%"
"Jan 25, 2016","1.3134","1.3210","1.3243","1.3118","-0.59%"
"Jan 22, 2016","1.3212","1.3073","1.3292","1.3064","1.03%"
"Jan 21, 2016","1.3077","1.3027","1.3131","1.2910","0.36%"
"Jan 20, 2016","1.3030","1.2972","1.3039","1.2889","0.42%"
"Jan 19, 2016","1.2975","1.3071","1.3189","1.2959","-0.77%"
"Jan 18, 2016","1.3076","1.3056","1.3169","1.3024","0.12%"
"Jan 15, 2016","1.3060","1.3262","1.3295","1.2991","-1.55%"
"Jan 14, 2016","1.3266","1.3237","1.3295","1.3141","0.16%"
"Jan 13, 2016","1.3245","1.3300","1.3394","1.3235","-0.46%"
"Jan 12, 2016","1.3306","1.3386","1.3418","1.3243","-0.63%"
"Jan 11, 2016","1.3390","1.3280","1.3436","1.3225","0.81%"
"Jan 08, 2016","1.3283","1.3365","1.3478","1.3267","-0.63%"
"Jan 07, 2016","1.3367","1.3563","1.3588","1.3354","-1.47%"
"Jan 06, 2016","1.3567","1.3647","1.3664","1.3543","-0.64%"
"Jan 05, 2016","1.3654","1.3583","1.3680","1.3572","0.49%"
"Jan 04, 2016","1.3588","1.3574","1.3617","1.3476","0.06%"
"Jan 01, 2016","1.3580","1.3570","1.3638","1.3561","0.07%"
