"","Date","Headline","Description","HeadlineTerms","DescriptionTerms"
"72","2019-04-11","New Brexit delay is likely to be the last - Dutch PM Rutte","A further delay of Britain's departure from the EU after the newly agreed deadline of Oct. 31 looks very unlikely, Dutch Prime Minister Mark Rutte said on Thursday.","new, brexit, delay, likely, last, dutch, pm, rutte","delay, britain, s, departure, eu, newly, agreed, deadline, oct, looks, unlikely, dutch, prime, minister, mark, rutte, said, thursday"
"73","2019-04-11","EU's Juncker sure UK would honour good cooperation rules during Brexit lag","European Commission President Jean-Claude Juncker said he was certain Britain would honour the ""sincere cooperation"" obligation and would in any case have little power to block key EU decisions on its own during a second Brexit lag until Oct. 31.","eu, s, juncker, sure, uk, honour, good, cooperation, rules, brexit, lag","european, commission, president, jean, claude, juncker, said, certain, britain, honour, sincere, cooperation, obligation, case, little, power, block, key, eu, decisions, second, brexit, lag, oct"
"74","2019-04-11","Irish PM says UK would crash out June 1 without EU elections","Irish Prime Minister Leo Varadkar said on Thursday the United Kingdom would crash out of the EU on June 1 if it failed to hold European Parliament elections during a Brexit extension granted until the end of October, 2019.","irish, pm, says, uk, crash, june, without, eu, elections","irish, prime, minister, leo, varadkar, said, thursday, united, kingdom, crash, eu, june, failed, hold, european, parliament, elections, brexit, extension, granted, end, october"
"75","2019-04-11","EU27/UK agree to Brexit extension until Oct 31 - EU's Tusk","Leaders of the 27 countries remaining in the European Union and British Prime Minister Theresa May have agreed to extend Britain's date of departure from the bloc until October 31, the chair of EU summits said in a tweet on Thursday.","eu, uk, agree, brexit, extension, oct, eu, s, tusk","leaders, countries, remaining, european, union, british, prime, minister, theresa, may, agreed, extend, britain, s, date, departure, bloc, october, chair, eu, summits, said, tweet, thursday"
"76","2019-04-10","Trump congratulates Israel's Netanyahu on election victory","U.S. President Donald Trump phoned Israeli Prime Minister Benjamin Netanyahu on Wednesday to congratulate him on his re-election, and Netanyahu said he thanked his ally for ""tremendous support for Israel.""","trump, congratulates, israel, s, netanyahu, election, victory","u, s, president, donald, trump, phoned, israeli, prime, minister, benjamin, netanyahu, wednesday, congratulate, re, election, netanyahu, said, thanked, ally, tremendous, support, israel"
"77","2019-04-10","EU27 leaders agree Brexit extension - summit chair Tusk","The leaders of the 27 EU countries remaining in the European Union have agreed to an extension of Brexit, the chairman of EU summits said in a tweet on Thursday.","eu, leaders, agree, brexit, extension, summit, chair, tusk","leaders, eu, countries, remaining, european, union, agreed, extension, brexit, chairman, eu, summits, said, tweet, thursday"
"78","2019-04-10","PM May not close to breaking Brexit deadlock with opposition - Labour's McDonnell","Talks between British Prime Minister Theresa May's government and the opposition Labour Party are not close to breaking the Brexit deadlock, Labour's finance spokesman John McDonnell said on Wednesday.","pm, may, close, breaking, brexit, deadlock, opposition, labour, s, mcdonnell","talks, british, prime, minister, theresa, may, s, government, opposition, labour, party, close, breaking, brexit, deadlock, labour, s, finance, spokesman, john, mcdonnell, said, wednesday"
"79","2019-04-10","EU leaders agree Brexit delay until October: diplomats","EU leaders agreed on Thursday to delay Brexit until the end of October, with a review in June, diplomatic sources told Reuters.","eu, leaders, agree, brexit, delay, october, diplomats","eu, leaders, agreed, thursday, delay, brexit, end, october, review, june, diplomatic, sources, told, reuters"
"80","2019-04-10","Customs union with EU wouldn't work for Britain, foreign minister Hunt says","A customs union with the European Union would not work for Britain's economy if it restricted its ability to influence trade policy and strike deals independently, foreign minister Jeremy Hunt said on Wednesday.","customs, union, eu, wouldn, t, work, britain, foreign, minister, hunt, says","customs, union, european, union, work, britain, s, economy, restricted, ability, influence, trade, policy, strike, deals, independently, foreign, minister, jeremy, hunt, said, wednesday"
"81","2019-04-10","Snap! Jolly Merkel breaks Brexit summit ice with May","Angela Merkel says she is determined that Brexit must not poison relations between Britain and the European Union and went out of her way at a crisis summit on Wednesday to show her lighter side to Theresa May.","snap, jolly, merkel, breaks, brexit, summit, ice, may","angela, merkel, says, determined, brexit, must, poison, relations, britain, european, union, went, way, crisis, summit, wednesday, show, lighter, side, theresa, may"
"82","2019-04-10","Macron speaks against long Brexit delay at EU summit - diplomats","French President Emmanuel Macron told his European Union peers on Wednesday any Brexit delay beyond June 30 would undermine the bloc, diplomatic sources said.","macron, speaks, long, brexit, delay, eu, summit, diplomats","french, president, emmanuel, macron, told, european, union, peers, wednesday, brexit, delay, beyond, june, undermine, bloc, diplomatic, sources, said"
"83","2019-04-10","Brexit delay could extend term of Juncker Commission - EU official","European Union officials are considering an extension of the EU commission's mandate should Britain be granted a long delay to its planned exit date, a senior official said on Wednesday.","brexit, delay, extend, term, juncker, commission, eu, official","european, union, officials, considering, extension, eu, commission, s, mandate, britain, granted, long, delay, planned, exit, date, senior, official, said, wednesday"
"84","2019-04-10","No-deal Brexit not the worst option, French official says","A departure of Britain from the EU without a deal might be preferable than obstruction of EU operations by the British if they were to remain a member against their will, a spokesman for French President Emmanuel Macron said on Wednesday.","deal, brexit, worst, option, french, official, says","departure, britain, eu, without, deal, might, preferable, obstruction, eu, operations, british, remain, member, will, spokesman, french, president, emmanuel, macron, said, wednesday"
"85","2019-04-10","EU steps up defences against British meddling during Brexit extension - draft","European Union will have more meetings without Britain and will demand the country refrains from undermining the bloc ""in particular when participating in the decision-making processes"" during an extension, according to updated draft conclusions.","eu, steps, defences, british, meddling, brexit, extension, draft","european, union, will, meetings, without, britain, will, demand, country, refrains, undermining, bloc, particular, participating, decision, making, processes, extension, according, updated, draft, conclusions"
