"","Date","Headline","Description","HeadlineTerms","DescriptionTerms"
"2876","2018-10-22","Exclusive - Aston Martin considers flying in components, changing ports to handle Brexit","Aston Martin  is considering flying in car components and moving more parts through UK ports other than Dover to avoid possible border friction after Britain leaves the European Union, its boss told Reuters.","exclusive, aston, martin, considers, flying, components, changing, ports, handle, brexit","aston, martin, considering, flying, car, components, moving, parts, uk, ports, dover, avoid, possible, border, friction, britain, leaves, european, union, boss, told, reuters"
"2877","2018-10-22","Ireland says Brexit transition extension can't be alternative to Irish backstop - newspaper","An extension to Britain's post-Brexit transition period cannot be an alternative to the ""backstop"" agreement governing the Irish border, Ireland's foreign minister was quoted as saying on Monday by the Irish Times newspaper.","ireland, says, brexit, transition, extension, can, t, alternative, irish, backstop, newspaper","extension, britain, s, post, brexit, transition, period, alternative, backstop, agreement, governing, irish, border, ireland, s, foreign, minister, quoted, saying, monday, irish, times, newspaper"
"2878","2018-10-21","EU's Barnier plays down 'backstop' checks on Northern Irish trade","The EU's chief Brexit negotiator Michel Barnier stood firm on the need for checks on goods shipped from mainland Britain to Northern Ireland after Brexit, while insisting this would not amount to a new border, in an interview published on Sunday.","eu, s, barnier, plays, backstop, checks, northern, irish, trade","eu, s, chief, brexit, negotiator, michel, barnier, stood, firm, need, checks, goods, shipped, mainland, britain, northern, ireland, brexit, insisting, amount, new, border, interview, published, sunday"
"2879","2018-10-21","Raab says open to extending Brexit transition as May's critics step up attacks","Britain could accept extending the post-Brexit transition period by a few months if the European Union drops its proposals for a so-called Northern Irish backstop, Britain's Brexit minister Dominic Raab said on Sunday.","raab, says, open, extending, brexit, transition, may, s, critics, step, attacks","britain, accept, extending, post, brexit, transition, period, months, european, union, drops, proposals, called, northern, irish, backstop, britain, s, brexit, minister, dominic, raab, said, sunday"
"2880","2018-10-21","UK Brexit minister Raab says open-minded on extending post-Brexit transition","Britain is open-minded about extending the post-Brexit transition period if it means the European Union drops its proposals for the so-called Irish backstop, Brexit minister Dominic Raab said on Sunday.","uk, brexit, minister, raab, says, open, minded, extending, post, brexit, transition","britain, open, minded, extending, post, brexit, transition, period, means, european, union, drops, proposals, called, irish, backstop, brexit, minister, dominic, raab, said, sunday"
"2881","2018-10-21","UK could accept longer Brexit transition if EU drops backstop plan - UK minister","Britain would accept a possible extension to its post-Brexit transition period with the European Union if the bloc drops its demand for an Irish backstop, Britain's junior Brexit minister Suella Braverman said on Sunday.","uk, accept, longer, brexit, transition, eu, drops, backstop, plan, uk, minister","britain, accept, possible, extension, post, brexit, transition, period, european, union, bloc, drops, demand, irish, backstop, britain, s, junior, brexit, minister, suella, braverman, said, sunday"
"2882","2018-10-21","Hundreds of thousands take to streets in London demanding second Brexit vote","Hundreds of thousands of supporters of the European Union marched through London on Saturday in the biggest demonstration so far to demand that the British government holds a public vote on the terms of Brexit.","hundreds, thousands, take, streets, london, demanding, second, brexit, vote","hundreds, thousands, supporters, european, union, marched, london, saturday, biggest, demonstration, far, demand, british, government, holds, public, vote, terms, brexit"
"2883","2018-10-21","UK wants deal to avoid Northern Ireland Brexit backstop - minister","Britain's Brexit minister Dominic Raab wants the European Union to accept assurances that the country will remain tied to the bloc's rules for longer in return for making a hotly contested so-called backstop for Northern Ireland unnecessary.","uk, wants, deal, avoid, northern, ireland, brexit, backstop, minister","britain, s, brexit, minister, dominic, raab, wants, european, union, accept, assurances, country, will, remain, tied, bloc, s, rules, longer, return, making, hotly, contested, called, backstop, northern, ireland, unnecessary"
"2884","2018-10-21","UK firms near point of no return for Brexit contingency plans, CBI warns","Most British companies will implement their plans for coping with a disruptive Brexit by December if there is no clarity by then on how Britain will leave the European Union, a survey by a major employers group showed.","uk, firms, near, point, return, brexit, contingency, plans, cbi, warns","british, companies, will, implement, plans, coping, disruptive, brexit, december, clarity, britain, will, leave, european, union, survey, major, employers, group, showed"
"2885","2018-10-19","UK ready to drop Brexit demand on Irish border - Bloomberg","British Prime Minister Theresa May is ready to agree to a fallback arrangement for the border between the United Kingdom and Ireland which does not have a time limit, to speed Brexit talks, Bloomberg reported on Friday, citing unnamed sources.","uk, ready, drop, brexit, demand, irish, border, bloomberg","british, prime, minister, theresa, may, ready, agree, fallback, arrangement, border, united, kingdom, ireland, time, limit, speed, brexit, talks, bloomberg, reported, friday, citing, unnamed, sources"
"2886","2018-10-19","EU's Barnier says Brexit deal 90 percent done, but Ireland issue could derail it","European Union negotiator Michel Barnier said on Friday a Brexit deal with the United Kingdom was 90 percent done, although there was still a chance no accord would be reached due to ongoing stumbling blocks over the Irish border.","eu, s, barnier, says, brexit, deal, percent, done, ireland, issue, derail","european, union, negotiator, michel, barnier, said, friday, brexit, deal, united, kingdom, percent, done, although, still, chance, accord, reached, due, ongoing, stumbling, blocks, irish, border"
"2887","2018-10-19","Ireland insists on Brexit 'backstop' - PM Varadkar","Irish Prime Minister Leo Varadkar said on Friday that a possible extension of Britain's post-Brexit transition period would not diminish Ireland's need for a ""backstop"" to avoid a hard border with Northern Ireland.","ireland, insists, brexit, backstop, pm, varadkar","irish, prime, minister, leo, varadkar, said, friday, possible, extension, britain, s, post, brexit, transition, period, diminish, ireland, s, need, backstop, avoid, hard, border, northern, ireland"
"2888","2018-10-19","UK, South Korea to work on trade ties after Brexit - PM May's office","British Prime Minister Theresa May agreed to work on improving trade ties with South Korea after Brexit in a meeting with President Moon Jae-in in Brussels, May's office said.","uk, south, korea, work, trade, ties, brexit, pm, may, s, office","british, prime, minister, theresa, may, agreed, work, improving, trade, ties, south, korea, brexit, meeting, president, moon, jae, brussels, may, s, office, said"
"2889","2018-10-19","Longer Brexit transition just an idea - UK PM May's spokeswoman","People should not overplay the idea of an extension to a Brexit transition period during which Britain would keep EU rules in place after it leaves the bloc, a spokeswoman for Prime Minister Theresa May said on Friday.","longer, brexit, transition, just, idea, uk, pm, may, s, spokeswoman","people, overplay, idea, extension, brexit, transition, period, britain, keep, eu, rules, place, leaves, bloc, spokeswoman, prime, minister, theresa, may, said, friday"
"2890","2018-10-19","German industry ""staring into abyss"" of no-deal Brexit - BDI","German industry association BDI on Friday called on European and British leaders to reach a swift and solid Brexit deal, warning that companies are ""staring into the abyss"" unless an agreement is struck.","german, industry, staring, abyss, deal, brexit, bdi","german, industry, association, bdi, friday, called, european, british, leaders, reach, swift, solid, brexit, deal, warning, companies, staring, abyss, unless, agreement, struck"
"2891","2018-10-19","Hunt - need more progress on future EU relationship to solve Irish backstop","Britain's foreign minister Jeremy Hunt said it would be hard to resolve the issue of a backstop to the Irish border problem in Brexit talks without more detail on the future relationship with the European Union after Brexit.","hunt, need, progress, future, eu, relationship, solve, irish, backstop","britain, s, foreign, minister, jeremy, hunt, said, hard, resolve, issue, backstop, irish, border, problem, brexit, talks, without, detail, future, relationship, european, union, brexit"
"2892","2018-10-19","Singapore PM says post-Brexit trade deal with Britain possible","Singapore and Britain can do a trade deal after Brexit, Prime Minister Lee Hsien Loong said on Friday, adding that he would be prepared to extend the terms of the Asian country's recently agreed deal with the European Union to the UK.","singapore, pm, says, post, brexit, trade, deal, britain, possible","singapore, britain, can, trade, deal, brexit, prime, minister, lee, hsien, loong, said, friday, adding, prepared, extend, terms, asian, country, s, recently, agreed, deal, european, union, uk"
"2893","2018-10-19","Extension of Brexit transition would not solve the problems - German minister","The European Union and Germany's government will not block an extension of the post-Brexit transition period, but an extension alone will not solve the problems on hand, European Affairs Minister Michael Roth said on Friday.","extension, brexit, transition, solve, problems, german, minister","european, union, germany, s, government, will, block, extension, post, brexit, transition, period, extension, alone, will, solve, problems, hand, european, affairs, minister, michael, roth, said, friday"
"2894","2018-10-19","Despite 'big gaps', UK and EU talk up Brexit prospects","Prime Minister Theresa May and other EU leaders voiced renewed confidence on Thursday they could secure a Brexit deal, saying they were working hard to overcome the hurdles that only days ago brought the talks to a halt.","despite, big, gaps, uk, eu, talk, brexit, prospects","prime, minister, theresa, may, eu, leaders, voiced, renewed, confidence, thursday, secure, brexit, deal, saying, working, hard, overcome, hurdles, days, ago, brought, talks, halt"
"2895","2018-10-19","Luxembourg's Bettel says on March 29, it's 'game over' on Brexit","Talks on Brexit cannot extend beyond March 2019 when Britain will be out of the bloc whether or not a deal on its withdrawal is found by both sides, Luxembourg's Prime Minister Xavier Bettel said on Thursday at a summit of EU leaders.","luxembourg, s, bettel, says, march, s, game, brexit","talks, brexit, extend, beyond, march, britain, will, bloc, whether, deal, withdrawal, found, sides, luxembourg, s, prime, minister, xavier, bettel, said, thursday, summit, eu, leaders"
"2896","2018-10-19","Too early to know cost of Brexit transition extension - minister","Britain's Cabinet Office Minister David Lidington said it was too early to estimate the cost of extending a Brexit transition period after the government indicated it would consider asking for one to break a deadlock in talks with the EU.","early, know, cost, brexit, transition, extension, minister","britain, s, cabinet, office, minister, david, lidington, said, early, estimate, cost, extending, brexit, transition, period, government, indicated, consider, asking, one, break, deadlock, talks, eu"
"2897","2018-10-19","Brexit transition extension would have conditions - French presidency source","France does not rule out a possible lengthening of Britain's post-Brexit transition period if it helps advance negotiations with London, but any extension would come with conditions, an official in President Emmanuel Macron's office said on Thursday.","brexit, transition, extension, conditions, french, presidency, source","france, rule, possible, lengthening, britain, s, post, brexit, transition, period, helps, advance, negotiations, london, extension, come, conditions, official, president, emmanuel, macron, s, office, said, thursday"
"2898","2018-10-19","Please, no Brexit talk: Merkel, Macron hit the bar for beer and fries","Angela Merkel, Emmanuel Macron and the leaders of Belgium and Luxembourg surprised late-night drinkers by dropping by a Brussels bar for beer and fries after an evening of summitry on Brexit with British Prime Minister Theresa May.","please, brexit, talk, merkel, macron, hit, bar, beer, fries","angela, merkel, emmanuel, macron, leaders, belgium, luxembourg, surprised, late, night, drinkers, dropping, brussels, bar, beer, fries, evening, summitry, brexit, british, prime, minister, theresa, may"
"2899","2018-10-19","May has full support of her top ministers on Brexit - Raab","British Prime Minister Theresa May has the full support of her top team of ministers in Brexit negotiations, Britain's Brexit minister Dominic Raab said on Thursday.","may, full, support, top, ministers, brexit, raab","british, prime, minister, theresa, may, full, support, top, team, ministers, brexit, negotiations, britain, s, brexit, minister, dominic, raab, said, thursday"
"2900","2018-10-19","UK is considering other ideas to break Brexit deadlock - May's spokeswoman","Britain is considering other ways of making progress in Brexit negotiations with the European Union, not just a mooted extension to the transition period, Prime Minister Theresa May's spokeswoman told reporters on Thursday.","uk, considering, ideas, break, brexit, deadlock, may, s, spokeswoman","britain, considering, ways, making, progress, brexit, negotiations, european, union, just, mooted, extension, transition, period, prime, minister, theresa, may, s, spokeswoman, told, reporters, thursday"
"2901","2018-10-19","Extending Brexit transition period is a bad idea - Rees-Mogg","Prime Minister Theresa May's plans to consider extending a so-called transition period to break the deadlock in Brexit talks is a bad idea, according to a leading eurosceptic lawmaker in her Conservative Party.","extending, brexit, transition, period, bad, idea, rees, mogg","prime, minister, theresa, may, s, plans, consider, extending, called, transition, period, break, deadlock, brexit, talks, bad, idea, according, leading, eurosceptic, lawmaker, conservative, party"
"2902","2018-10-19","EU negotiator calls for ""orderly Brexit"" with Irish backstop","Britain's departure from the European Union must be orderly and include an insurance against a hard border on the island of Ireland, the European Union's Brexit negotiator Michel Barnier said on Thursday.","eu, negotiator, calls, orderly, brexit, irish, backstop","britain, s, departure, european, union, must, orderly, include, insurance, hard, border, island, ireland, european, union, s, brexit, negotiator, michel, barnier, said, thursday"
"2903","2018-10-18","EU cultivates Asian leaders on trade, climate in message to Trump","The European Union sought Asian support for free trade, the Iran nuclear deal and fighting global warming at a regional summit on Thursday that included China, Japan and Russia as a counterbalance to a more protectionist United States.","eu, cultivates, asian, leaders, trade, climate, message, trump","european, union, sought, asian, support, free, trade, iran, nuclear, deal, fighting, global, warming, regional, summit, thursday, included, china, japan, russia, counterbalance, protectionist, united, states"
"2904","2018-10-18","Take it or leave it? EU offers May few options on Brexit deal","The European Union and Britain have given themselves a few more weeks to break the deadlock in their Brexit talks but for Brussels the delay seems mainly about Prime Minister Theresa May dealing with critics back in London.","take, leave, eu, offers, may, options, brexit, deal","european, union, britain, given, weeks, break, deadlock, brexit, talks, brussels, delay, seems, mainly, prime, minister, theresa, may, dealing, critics, back, london"
"2905","2018-10-18","May: Brexit backstop issues remain but we have made new proposals","British Prime Minister Theresa May said on Thursday that there were still considerable unresolved issues with the European Union relating to a backstop Irish border arrangement, but that Britain had made a new proposal on the subject.","may, brexit, backstop, issues, remain, made, new, proposals","british, prime, minister, theresa, may, said, thursday, still, considerable, unresolved, issues, european, union, relating, backstop, irish, border, arrangement, britain, made, new, proposal, subject"
"2906","2018-10-18","Macron: onus on May to bring Brexit proposals with UK backing","French President Emmanuel Macron said on Thursday it was now up to British Prime Minister Theresa May to come back with new Brexit proposals that she can defend politically at home.","macron, onus, may, bring, brexit, proposals, uk, backing","french, president, emmanuel, macron, said, thursday, now, british, prime, minister, theresa, may, come, back, new, brexit, proposals, can, defend, politically, home"
"2907","2018-10-18","Irish PM sees ""huge difficulties"" with UK-wide Brexit border backstop","The European Union would have ""huge difficulties"" agreeing to a United Kingdom-wide Irish border backstop as it would expose the bloc's single market to unfair competition, Ireland's Prime Minister Leo Varadkar said on Thursday.","irish, pm, sees, huge, difficulties, uk, wide, brexit, border, backstop","european, union, huge, difficulties, agreeing, united, kingdom, wide, irish, border, backstop, expose, bloc, s, single, market, unfair, competition, ireland, s, prime, minister, leo, varadkar, said, thursday"
"2908","2018-10-18","May says will tell MPs to remember Britons voted for Brexit","British Prime Minister Theresa May said on Thursday she would tell parliament to remember that Britons voted to leave the European Union when she asks lawmakers to approve whatever Brexit deal she is able to strike with Brussels.","may, says, will, tell, mps, remember, britons, voted, brexit","british, prime, minister, theresa, may, said, thursday, tell, parliament, remember, britons, voted, leave, european, union, asks, lawmakers, approve, whatever, brexit, deal, able, strike, brussels"
"2909","2018-10-18","May says option to extend transition could solve Northern Irish backstop issue","Britain is not proposing extending the post-Brexit transition period but the option to do so could help solve the issue of the Northern Irish backstop, Prime Minister Theresa May said on Thursday.","may, says, option, extend, transition, solve, northern, irish, backstop, issue","britain, proposing, extending, post, brexit, transition, period, option, help, solve, issue, northern, irish, backstop, prime, minister, theresa, may, said, thursday"
"2910","2018-10-18","UK ministers have discussed extending Brexit transition - May's spokeswoman","British ministers have been discussing in recent weeks the idea of extending the country's post-Brexit transition period, but the idea is not yet a formal proposal, Prime Minister Theresa May's spokeswoman said on Thursday.","uk, ministers, discussed, extending, brexit, transition, may, s, spokeswoman","british, ministers, discussing, recent, weeks, idea, extending, country, s, post, brexit, transition, period, idea, yet, formal, proposal, prime, minister, theresa, may, s, spokeswoman, said, thursday"
"2911","2018-10-18","Germany is prepared for Brexit - deputy finance minister","German Deputy Finance Minister Joerg Kukies said on Thursday that Germany was prepared for Britain's departure from the European Union and would tackle the rules for insurers and the financial sector if necessary.","germany, prepared, brexit, deputy, finance, minister","german, deputy, finance, minister, joerg, kukies, said, thursday, germany, prepared, britain, s, departure, european, union, tackle, rules, insurers, financial, sector, necessary"
"2912","2018-10-18","Euler Hermes sees 70 percent chance of Brexit deal at last minute","There is around a 70 percent chance that Britain and the European Union will reach a Brexit deal at the last minute, credit agency Euler Hermes said on Thursday.","euler, hermes, sees, percent, chance, brexit, deal, last, minute","around, percent, chance, britain, european, union, will, reach, brexit, deal, last, minute, credit, agency, euler, hermes, said, thursday"
"2913","2018-10-18","Belgian PM says the ball in UK's court on Brexit","Belgian Prime Minister Charles Michel said on Thursday that it was for London to make the next move in talks over Britain's withdrawal from the European Union.","belgian, pm, says, ball, uk, s, court, brexit","belgian, prime, minister, charles, michel, said, thursday, london, make, next, move, talks, britain, s, withdrawal, european, union"
"2914","2018-10-17","We need ""much more time"" to reach Brexit deal - EU's Barnier","The European Union's chief Brexit negotiator, Michel Barnier, said on Wednesday much more time was needed to secure an exit deal for Britain, but that officials would work calmly and patiently in the coming weeks.","need, much, time, reach, brexit, deal, eu, s, barnier","european, union, s, chief, brexit, negotiator, michel, barnier, said, wednesday, much, time, needed, secure, exit, deal, britain, officials, work, calmly, patiently, coming, weeks"
"2915","2018-10-17","May seeks to reassure EU leaders on Brexit deal","British Prime Minister Theresa May assured EU leaders in Brussels on Wednesday that she can still reach a Brexit deal, avoiding a showdown over stalled talks as Brussels stepped up planning for a failure of negotiations.","may, seeks, reassure, eu, leaders, brexit, deal","british, prime, minister, theresa, may, assured, eu, leaders, brussels, wednesday, can, still, reach, brexit, deal, avoiding, showdown, stalled, talks, brussels, stepped, planning, failure, negotiations"
"2916","2018-10-17","On Brexit, May urges EU to do ""difficult deal"" once again","British Prime Minister Theresa May urged the other leaders of the European Union on Wednesday to help secure a Brexit agreement, saying they had done ""difficult deals"" before and could again.","brexit, may, urges, eu, difficult, deal","british, prime, minister, theresa, may, urged, leaders, european, union, wednesday, help, secure, brexit, agreement, saying, done, difficult, deals"
"2917","2018-10-17","EU leaders to meet on Brexit when enough progress reported - official","European Union leaders are ready to meet to finalise the terms of Britain's withdrawal as soon as negotiations get close enough, but with insufficient progress so far there are no plans for an extraordinary summit in November, EU officials said.","eu, leaders, meet, brexit, enough, progress, reported, official","european, union, leaders, ready, meet, finalise, terms, britain, s, withdrawal, soon, negotiations, get, close, enough, insufficient, progress, far, plans, extraordinary, summit, november, eu, officials, said"
"2918","2018-10-17","UK seeking to do Brexit deal as quickly as possible - May's spokeswoman","Britain is working to make progress in Brexit negotiations as quickly as possible, Prime Minister Theresa May's spokeswoman said on Wednesday when asked whether a deal with the European Union could slip into December.","uk, seeking, brexit, deal, quickly, possible, may, s, spokeswoman","britain, working, make, progress, brexit, negotiations, quickly, possible, prime, minister, theresa, may, s, spokeswoman, said, wednesday, asked, whether, deal, european, union, slip, december"
"2919","2018-10-17","May ""neutral"" on proposal to extend post-Brexit transition - Tajani","Prime Minister Theresa May gave no indication of whether she favoured extending Britain's post-Brexit transition period when the head of the European Parliament raised the matter at a summit on Wednesday, President Antonio Tajani said.","may, neutral, proposal, extend, post, brexit, transition, tajani","prime, minister, theresa, may, gave, indication, whether, favoured, extending, britain, s, post, brexit, transition, period, head, european, parliament, raised, matter, summit, wednesday, president, antonio, tajani, said"
"2920","2018-10-17","UK's May had nothing new on Brexit for summit, but tone calm - Tajani","British Prime Minister Theresa May offered her fellow EU leaders no new Brexit proposals on Wednesday, though she appeared keen to reach an agreement, the head of the European Parliament said.","uk, s, may, nothing, new, brexit, summit, tone, calm, tajani","british, prime, minister, theresa, may, offered, fellow, eu, leaders, new, brexit, proposals, wednesday, though, appeared, keen, reach, agreement, head, european, parliament, said"
"2921","2018-10-17","Brexit deal will need clear approval by UK parliament - Raab","Britain's parliament must provide unequivocal approval for any Brexit deal the government reaches with the European Union, or risk creating uncertainty for businesses and citizens, Brexit minister Dominic Raab said.","brexit, deal, will, need, clear, approval, uk, parliament, raab","britain, s, parliament, must, provide, unequivocal, approval, brexit, deal, government, reaches, european, union, risk, creating, uncertainty, businesses, citizens, brexit, minister, dominic, raab, said"
"2922","2018-10-17","UK PM May to brief 150 CEOs on Brexit negotiations on Friday - FT","British Prime Minister Theresa May is to give a Brexit briefing to 150 chief executives on Friday, the Financial Times reported on Wednesday.","uk, pm, may, brief, ceos, brexit, negotiations, friday, ft","british, prime, minister, theresa, may, give, brexit, briefing, chief, executives, friday, financial, times, reported, wednesday"
"2923","2018-10-17","Merkel says not there yet on Brexit deal","German Chancellor Angela Merkel promised on Wednesday to do what she could to help the European Union clinch a Brexit deal with Britain but said that the two sides were not there yet.","merkel, says, yet, brexit, deal","german, chancellor, angela, merkel, promised, wednesday, help, european, union, clinch, brexit, deal, britain, said, two, sides, yet"
"2924","2018-10-17","May says Brexit deal is achievable","British Prime Minister Theresa May said on Wednesday she believed a Brexit deal was achievable if both sides worked ""intensively"" in the coming days and weeks.","may, says, brexit, deal, achievable","british, prime, minister, theresa, may, said, wednesday, believed, brexit, deal, achievable, sides, worked, intensively, coming, days, weeks"
"2925","2018-10-17","Labour eye government collapse, new elections and then swift Brexit deal","Britain's opposition Labour Party could win power from Theresa May's ruling Conservatives in the coming months and quickly tie up a new and different Brexit deal with the European Union, the party's finance policy chief John McDonnell said on Wednesday.","labour, eye, government, collapse, new, elections, swift, brexit, deal","britain, s, opposition, labour, party, win, power, theresa, may, s, ruling, conservatives, coming, months, quickly, tie, new, different, brexit, deal, european, union, party, s, finance, policy, chief, john, mcdonnell, said, wednesday"
"2926","2018-10-17","Varadkar says all 27 EU states against hard border in Ireland","Irish Prime Minister Leo Varadkar said on Wednesday that he had the support of all remaining 27 European Union states on ensuring a Brexit deal delivers legally-binding guarantees there will be no hard border between Ireland and northern Ireland.","varadkar, says, eu, states, hard, border, ireland","irish, prime, minister, leo, varadkar, said, wednesday, support, remaining, european, union, states, ensuring, brexit, deal, delivers, legally, binding, guarantees, will, hard, border, ireland, northern, ireland"
"2927","2018-10-17","EU leaders prepare hardball Brexit summit for May","European Union leaders will give British Prime Minister Theresa May a tough reception in Brussels on Wednesday, warning her to rally support at home for the Brexit deal on offer or be cut loose without one in March.","eu, leaders, prepare, hardball, brexit, summit, may","european, union, leaders, will, give, british, prime, minister, theresa, may, tough, reception, brussels, wednesday, warning, rally, support, home, brexit, deal, offer, cut, loose, without, one, march"
"2928","2018-10-17","May says future relationship with EU must be linked to exit deal","British Prime Minister Theresa May said on Wednesday that any framework on Britain's future relationship with the European Union must be detailed, and linked to its exit agreement with the bloc.","may, says, future, relationship, eu, must, linked, exit, deal","british, prime, minister, theresa, may, said, wednesday, framework, britain, s, future, relationship, european, union, must, detailed, linked, exit, agreement, bloc"
"2929","2018-10-17","Berlin braced for all Brexit scenarios, including no deal - Merkel","German Chancellor Angela Merkel said there was still a chance of concluding an agreement for an orderly exit for Britain from the European Union, but Berlin was preparing for all options, including the possibility of a no-deal departure.","berlin, braced, brexit, scenarios, including, deal, merkel","german, chancellor, angela, merkel, said, still, chance, concluding, agreement, orderly, exit, britain, european, union, berlin, preparing, options, including, possibility, deal, departure"
"2930","2018-10-17","May says ""Chequers"" Brexit plan is not dead","Prime Minister Theresa May told parliament on Wednesday her so-called Chequers plan for Brexit was not dead.","may, says, chequers, brexit, plan, dead","prime, minister, theresa, may, told, parliament, wednesday, called, chequers, plan, brexit, dead"
"2931","2018-10-17","Britain looking at four options for carbon pricing after Brexit – govt official","Britain is looking at four options for carbon pricing once it leaves the European Union, including launching its own emissions trading system, a government official said on Wednesday.","britain, looking, four, options, carbon, pricing, brexit, govt, official","britain, looking, four, options, carbon, pricing, leaves, european, union, including, launching, emissions, trading, system, government, official, said, wednesday"
"2932","2018-10-17","Auto parts suppliers warn hard Brexit may set UK sector back 25 years","Failure to secure a trade deal for Britain when it exits the European Union next year could set the UK auto sector back two decades, leading parts suppliers said on Wednesday as they urged leaders to reach agreement at a summit in Brussels.","auto, parts, suppliers, warn, hard, brexit, may, set, uk, sector, back, years","failure, secure, trade, deal, britain, exits, european, union, next, year, set, uk, auto, sector, back, two, decades, leading, parts, suppliers, said, wednesday, urged, leaders, reach, agreement, summit, brussels"
"2933","2018-10-17","May met Tata patriarch Ratan as Jaguar warns on Brexit, diesel - source","Prime Minister Theresa May and business minister Greg Clark met Ratan Tata, patriarch of the Indian Tata family, a few weeks ago as its car brand Jaguar Land Rover warns about the effect of Brexit and diesel policy, a government source said.","may, met, tata, patriarch, ratan, jaguar, warns, brexit, diesel, source","prime, minister, theresa, may, business, minister, greg, clark, met, ratan, tata, patriarch, indian, tata, family, weeks, ago, car, brand, jaguar, land, rover, warns, effect, brexit, diesel, policy, government, source, said"
"2934","2018-10-17","Irish foreign minister does not expect commitment to new Brexit summit date","Irish foreign minister Simon Coveney said he did not expect a meeting of EU leaders later on Wednesday to agree a date for a special Brexit summit in mid-November.","irish, foreign, minister, expect, commitment, new, brexit, summit, date","irish, foreign, minister, simon, coveney, said, expect, meeting, eu, leaders, later, wednesday, agree, date, special, brexit, summit, mid, november"
"2935","2018-10-17","Brexit deal not far away - French finance minister","A Brexit deal is not far away and could be reached in the coming weeks, said French finance minister Bruno Le Maire on Wednesday.","brexit, deal, far, away, french, finance, minister","brexit, deal, far, away, reached, coming, weeks, said, french, finance, minister, bruno, le, maire, wednesday"
"2936","2018-10-17","Longer Brexit transition period would not hurt Europe - Asselborn","It would not hurt Europe if Britain was allowed to remain in the European Union customs union and internal market beyond an agreed transitional arrangement, Luxembourg Foreign Minister Jean Asselborn said.","longer, brexit, transition, period, hurt, europe, asselborn","hurt, europe, britain, allowed, remain, european, union, customs, union, internal, market, beyond, agreed, transitional, arrangement, luxembourg, foreign, minister, jean, asselborn, said"
"2937","2018-10-17","London attracts global finance under Brexit cloud - report","Britain's financial sector brushed off Brexit uncertainty in 2017 to attract more inward investment than eight rival centres vying for its business, the City of London Corporation said on Wednesday.","london, attracts, global, finance, brexit, cloud, report","britain, s, financial, sector, brushed, brexit, uncertainty, attract, inward, investment, eight, rival, centres, vying, business, city, london, corporation, said, wednesday"
"2938","2018-10-17","UK won't lower food standards to win post-Brexit trade deals - minister","Britain's trade minister Liam Fox will ""categorically"" deny on Wednesday that the government plans to lower foods standards to win trade deals after Brexit.","uk, won, t, lower, food, standards, win, post, brexit, trade, deals, minister","britain, s, trade, minister, liam, fox, will, categorically, deny, wednesday, government, plans, lower, foods, standards, win, trade, deals, brexit"
"2939","2018-10-17","Liam Fox says UK needs longer transition period to make free-trade deal with EU - the Times","British trade minister Liam Fox said the UK will need a longer transition period to make a free-trade deal with the European Union, The Times newspaper reported on Wednesday.","liam, fox, says, uk, needs, longer, transition, period, make, free, trade, deal, eu, times","british, trade, minister, liam, fox, said, uk, will, need, longer, transition, period, make, free, trade, deal, european, union, times, newspaper, reported, wednesday"
"2940","2018-10-16","EU's Tusk bemoans lack of a 'Great' to cut Gordian Brexit Knot","European Council President Donald Tusk on Tuesday bemoaned the lack of leaders great enough to overcome a deadlock on the Irish border in Brexit talks, which he compared to the Gordian Knot unravelled by Alexander the Great.","eu, s, tusk, bemoans, lack, great, cut, gordian, brexit, knot","european, council, president, donald, tusk, tuesday, bemoaned, lack, leaders, great, enough, overcome, deadlock, irish, border, brexit, talks, compared, gordian, knot, unravelled, alexander, great"
"2941","2018-10-16","Barnier open to possibility of one-year extension to Brexit transition - FT","EU Brexit negotiator Michel Barnier is open to extending Britain's Brexit transition by another year, the Financial Times reported on Tuesday.","barnier, open, possibility, one, year, extension, brexit, transition, ft","eu, brexit, negotiator, michel, barnier, open, extending, britain, s, brexit, transition, another, year, financial, times, reported, tuesday"
"2942","2018-10-16","EU offered Britain extension of transitional period - FAZ report","The European Commission has offered to allow Britain to remain in the EU customs union and internal market beyond an agreed transitional arrangement until the end of December 2020, the Frankfurter Allgemeine Zeitung reported on Tuesday.","eu, offered, britain, extension, transitional, period, faz, report","european, commission, offered, allow, britain, remain, eu, customs, union, internal, market, beyond, agreed, transitional, arrangement, end, december, frankfurter, allgemeine, zeitung, reported, tuesday"
"2943","2018-10-16","France seeks Brexit urgency as Wednesday deal unlikely","France believes a Brexit deal is within reach but there is now a real need for urgency in negotiations, a presidency official said on Tuesday, striking a firm-but-conciliatory tone towards British Prime Minister Theresa May on the eve of an EU summit.","france, seeks, brexit, urgency, wednesday, deal, unlikely","france, believes, brexit, deal, within, reach, now, real, need, urgency, negotiations, presidency, official, said, tuesday, striking, firm, conciliatory, tone, towards, british, prime, minister, theresa, may, eve, eu, summit"
"2944","2018-10-16","Stand together, Britain's May calls for unity on Brexit","British Prime Minister Theresa May told her ministers on Tuesday they would secure a Brexit deal if they stood together, calling for a show of unity to silence those pressing her to rethink her strategy for leaving the European Union.","stand, together, britain, s, may, calls, unity, brexit","british, prime, minister, theresa, may, told, ministers, tuesday, secure, brexit, deal, stood, together, calling, show, unity, silence, pressing, rethink, strategy, leaving, european, union"
